LAST NAME;FIRST NAME;MIDDLE NAME;ENDING TO LAST NAME;BRANCH OF SERVICE;OFFICER OR ENLISTED INDIVIDUAL;ABBREVIATION OF RANK;CODE FOR GRADE AND PAY;CODES FOR OFFICERS AND ENLISTED PERSONNEL;INDICATES MEMBERSHIP IN A SPECIFIC CORPS;UNIT / COMMAND IDENTIFICATION CODE;RECOMMENDED AWARD;DUTY ASSIGNMENT;TYPE OF ACTION COMMENDED BY THE ORIGINATOR;NUMBER OF TIMES THIS AWARD HAS BEEN GIVEN;START OF AWARD MERIT PERIOD;END OF AWARD MERIT PERIOD;NUMBER OF MONTHS IN MERIT AWARD PERIOD;INDICATOR FOR DISPLAYING MERIT_START_DATE AND MERIT_END_DATE ON REPORTS;GEOGRAPHIC AREA IN WHICH THE AWARD WAS EARNED;DATE AWARD RECOMMENDED;NAME OF AWARD ENDORSED BY CHIEF OF NAVAL OPERATIONS OR COMMANDANT OF THE MARINE CORPS;DATE ENDORSER SIGNS CASE;NAME OF APPROVED AWARD;AWARDING AUTHORITY CODE;DATE AWARD APPROVED;PARTICIPATING COMMANDS IDENTIFICATION;MULITIPLE RECORD IDENTIFICATION;DATE FROM COMMANDANT OF THE MARINE CORPS;MONTH, DAY, AND YEAR RECORD WAS ENTERED;TIME RECORD WAS ENTERED;MONTH, DAY, AND YEAR RECORD WAS MODIFIED;TIME RECORD WAS MODIFIED
SMITH;HARRY;N;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;Undefined Code;;MERITORIOUS;2;06/01/1942;06/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/20/1942;539593;;;07/15/1988;163800;09/27/1992;214300
KIRKPATRICK;CHARL;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;2977;NAVY CROSS;;HEROIC;2;06/01/1942;09/01/1942;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/31/1942;540548;;;07/15/1988;163800;10/15/1992;72900
SCHADE;ARNOLD;F;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;06/01/1942;07/01/1942;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/27/1942;541000;;;07/15/1988;163800;09/27/1992;223100
LYNCH;RICHARD;B;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;2;06/01/1942;06/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/14/1942;541475;;;07/15/1988;163800;09/27/1992;225300
BOTTOMLEY;HAROLD;;;NAVY;OFFICER;;Lieutenant OR Captain;;;1822;NAVY CROSS;;HEROIC;1;06/01/1942;06/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/13/1942;542354;;;07/15/1988;163900;10/15/1992;94000
BABBITT;ARLENE;K;;NAVY;ENLISTED;;Chief Boatswain's Mate OR Chief Damage Controlman OR Chief Fire Control Techician OR Chief Gunner's Mate OR Chief Missile Technician OR Chief Radarman OR Chief Yeoman OR Gunnery Sergeant OR Sergeant First Class;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;06/01/1942;06/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/29/1942;598813;;;07/15/1988;165000;09/29/1992;152500
THACH;JOHN;S;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;2;06/04/1942;06/04/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;09/17/1942;539209;;;07/15/1988;163800;09/27/1992;211900
HOLMBERG;PAUL;A;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;NAVY CROSS;;HEROIC;1;06/04/1942;06/04/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;09/17/1942;543494;;;07/15/1988;163900;09/28/1992;2500
GIBBS;HARRY;B;;NAVY;OFFICER;;Ensign OR Second Lieutenant;;;6296;NAVY CROSS;;HEROIC;1;06/04/1942;06/04/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;09/17/1942;550297;;;07/15/1988;164100;09/28/1992;24500
GUMZ;DONALD;GEORG;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;06/05/1942;06/05/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;SECNAV;09/23/1942;542013;;;07/15/1988;163800;09/27/1992;232100
HOPKINS;LEWIS;A;;NAVY;OFFICER;;Ensign OR Second Lieutenant;;;5259;NAVY CROSS;;HEROIC;1;06/06/1942;06/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;08/13/1942;217708;;;07/15/1988;151700;09/13/1988;94100
RODEE;WALTER;F;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;06/06/1942;06/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/23/1942;538779;;;07/15/1988;163700;09/27/1992;210000
LYNCH;JOHN;J;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY CROSS;;HEROIC;1;06/06/1942;06/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;08/06/1942;541671;;;07/15/1988;163800;09/27/1992;230800
STEBBINS;EDGAR;ER;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;06/06/1942;06/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;SECNAV;08/06/1942;541782;;;07/15/1988;163800;09/27/1992;231300
HOLM;STANLEY;R;;NAVY;OFFICER;;Ensign OR Second Lieutenant;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;06/06/1942;06/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/23/1942;550269;;;07/15/1988;164100;09/28/1992;24300
KOSSLER;HERMAN;J;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;08/01/1942;09/01/1942;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/23/1942;176081;;;07/15/1988;151000;09/13/1988;93300
FELT;HARRY;D;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;08/01/1942;08/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/30/1942;538320;;;07/15/1988;163700;09/27/1992;204500
LARSEN;HAROLD;H;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;08/01/1942;08/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/01/1942;541540;;;07/15/1988;163800;09/27/1992;225900
CALDWELL;TURNER;F;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY CROSS;;HEROIC;2;08/01/1942;09/01/1942;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/27/1942;541557;;;07/15/1988;163800;09/27/1992;230000
PORTERFIELD;FLOYD;;;NAVY;ENLISTED;;Chief Boatswain's Mate OR Chief Damage Controlman OR Chief Fire Control Techician OR Chief Gunner's Mate OR Chief Missile Technician OR Chief Radarman OR Chief Yeoman OR Gunnery Sergeant OR Sergeant First Class;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;08/01/1942;08/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/13/1942;552390;;;07/15/1988;164100;10/15/1992;223800
BEAKLEY;WALLACE;M;;NAVY;OFFICER;;Brigadier General OR Rear Admiral;;;5259;NAVY CROSS;;HEROIC;1;08/07/1942;08/07/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/23/1942;538456;;;07/15/1988;163700;09/27/1992;205100
WEYMOUTH;RALPH;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY CROSS;;HEROIC;1;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/12/1942;226340;;;07/15/1988;151800;09/13/1988;94200
ISAMAN;ROY;MAURIC;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;HEROIC;1;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;SECNAV;11/12/1942;429236;;;07/15/1988;161600;09/13/1988;102100
FELT;HARRY;D;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/30/1942;538323;;;07/15/1988;163700;09/27/1992;204500
LARSEN;HAROLD;H;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;23;NAVY CROSS;;HEROIC;1;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;12/29/1942;541543;;;07/15/1988;163800;09/27/1992;225900
BOTTOMLEY;HAROLD;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;HEROIC;1;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/12/1942;542351;;;07/15/1988;163900;10/15/1992;94000
HOLMBERG;PAUL;A;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY CROSS;;HEROIC;2;08/24/1942;08/24/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/30/1942;543495;;;07/15/1988;163900;09/28/1992;2600
LYNCH;JOHN;J;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;MERITORIOUS;1;09/06/1942;09/06/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/12/1942;541668;;;07/15/1988;163800;09/27/1992;230800
DAVIS;JAMES;W;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;09/12/1942;09/12/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/30/1942;539659;;;07/15/1988;163800;09/27/1992;214700
DONAHO;GLYNN;R;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5246;NAVY CROSS;;HEROIC;1;09/30/1942;09/30/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/23/1942;46775;;;07/15/1988;144700;09/13/1988;91000
LEE;JOHN;M;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY CROSS;;HEROIC;1;10/01/1942;10/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/11/1942;446022;;;07/15/1988;161800;09/13/1988;102300
KENNEY;EDWARD;C;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;10/01/1942;10/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/11/1942;539542;;;07/15/1988;163800;09/27/1992;213900
HESSEL;EDWARD;W;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;10/05/1942;10/05/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/31/1942;542307;;;07/15/1988;163900;09/27/1992;233200
RYND;ROBERT;W;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;10/05/1942;10/05/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/31/1942;542961;;;07/15/1988;163900;09/28/1992;200
PETERSEN;WALLIS;F;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;1;10/26/1942;10/26/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/09/1942;538388;;;07/15/1988;163700;09/27/1992;204700
LYNCH;JOHN;J;;NAVY;OFFICER;;Lieutenant OR Captain;;;1833;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;10/26/1942;10/26/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/31/1942;541665;;;07/15/1988;163800;09/27/1992;230700
STEBBINS;EDGAR;ER;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;2;10/26/1942;10/26/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/31/1942;541783;;;07/15/1988;163800;09/27/1992;231300
PARKER;EDWARD;NEL;;NAVY;OFFICER;;Colonel;;;5259;NAVY CROSS;;HEROIC;3;11/01/1942;11/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;11/24/1942;538536;;;07/15/1988;163700;09/27/1992;205400
LARSEN;HAROLD;H;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;MERITORIOUS;2;11/07/1942;11/07/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/09/1942;541541;;;07/15/1988;163800;09/27/1992;225900
SHEPARD;TAZEWELL;TAYLOR;JR;NAVY;OFFICER;;Colonel;1310;;5259;NAVY CROSS;;MERITORIOUS;1;11/12/1942;11/12/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/24/1942;332860;;;07/15/1988;153700;09/13/1988;100200
OBEIRNE;EMMET;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;11/12/1942;11/12/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;SECNAV;11/17/1942;539621;;;07/15/1988;163800;10/15/1992;60100
FEIGHTNER;EDWARD;;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;3;03/30/1944;03/30/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/13/1942;245803;;;07/15/1988;152200;09/13/1988;94600
FEIGHTNER;EDWARD;;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;2;04/30/1944;04/30/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/02/1942;245807;;;07/15/1988;152200;09/13/1988;94600
WARRIOR;KEVIN;M;;NAVY;ENLISTED;Undefined Code;Damage Controlman OR Gunner's Mate First Class OR Machinery Technician OR Staff Sergeant OR Storekeeper First Class OR Technical Sergeant;;;0;JOINT SERVICE COMMENDATION MEDAL;;MERITORIOUS;1;10/01/2000;10/31/2002;25;DISPLAY DAY /  MONTH / YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;JOINT SERVICE COMMENDATION MEDAL;OTHER;10/21/1942;1697916;0;;03/18/2003;104100;04/02/2003;111900
BESHANY;PHILIP;AR;;NAVY;OFFICER;;Lieutenant OR Captain;;;5249;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;11/20/1943;141531;;;07/15/1988;150300;09/13/1988;92700
COUSINS;RALPH;W;;NAVY;OFFICER;;Lieutenant OR Captain;;;11;SILVER STAR MEDAL;;HEROIC;2;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;Undefined Code;07/18/1943;176223;;;07/15/1988;151000;09/13/1988;93300
HOGAN;BARTHOLOMEW;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS MEDAL;SECNAV;03/10/1943;538639;;;07/15/1988;163700;10/15/1992;45100
POST;WILLIAM;S;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/24/1943;539675;;;07/15/1988;163800;09/27/1992;214800
BENNETT;CARTER;L;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/06/1943;540986;;;07/15/1988;163800;09/27/1992;223000
ROSS;BRUCE;P;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;LEGION OF MERIT;;MERITORIOUS;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/13/1943;541448;;;07/15/1988;163800;09/27/1992;225100
JANNEY;FREDERICK;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;2;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/06/1943;542359;;;07/15/1988;163900;10/15/1992;94100
LOCKWOOD;RALPH;H;;NAVY;OFFICER;;Lieutenant OR Captain;;;5249;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;04/29/1943;543039;;;07/15/1988;163900;09/28/1992;800
ANDREWS;FRANK;A;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;NAVY AND MARINE CORPS MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;03/04/1943;550808;;;07/15/1988;164100;09/28/1992;30800
ALEXANDER;CHARLES;;;NAVY;ENLISTED;;Damage Controlman OR Gunner's Mate First Class OR Machinery Technician OR Staff Sergeant OR Storekeeper First Class OR Technical Sergeant;;;5259;Undefined Code;;MERITORIOUS;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;Undefined Code;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/26/1943;599115;;;07/15/1988;165000;10/06/1992;175200
MOORER;THOMAS;H;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;02/19/1942;02/19/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;SECNAV;04/17/1943;331433;;;07/15/1988;153600;09/13/1988;100100
SMITH;HARRY;N;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;LEGION OF MERIT;;HEROIC;3;03/01/1942;03/01/1943;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;03/13/1943;539591;;;07/15/1988;163800;09/27/1992;214200
MILLER;HENRY;L;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;LEGION OF MERIT;;MERITORIOUS;1;04/01/1942;04/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;SECNAV;07/07/1943;541300;;;07/15/1988;163800;09/27/1992;224900
